city,state,station,last_update,latitude,longitude,pm25,pm10,no2,so2,co,o3,aqi,aqi_category
Meerut,Uttar_Pradesh,"Jai Bhim Nagar, Meerut - UPPCB",2025-05-19 10:00:00,28.9535882,77.7622941,26.0,104.0,17.0,10.0,36.0,62.0,410.45226130653265,Severe
Meerut,Uttar_Pradesh,"Pallavpuram Phase 2, Meerut - UPPCB",2025-05-19 10:00:00,29.06351,77.709723,61.0,117.0,22.0,26.0,11.0,35.0,213.91304347826087,Poor
Mira-Bhayandar,Maharashtra,"Bhayandar West, Mira-Bhayandar - MPCB",2025-05-19 10:00:00,19.296481,72.840923,31.0,48.0,7.0,2.0,12.0,4.0,228.2608695652174,Poor
Moradabad,Uttar_Pradesh,"Buddhi Vihar, Moradabad - UPPCB",2025-05-19 10:00:00,28.83526,78.7446,38.0,68.0,23.0,17.0,39.0,20.0,425.37688442211055,Severe
Moradabad,Uttar_Pradesh,"Eco Herbal Park, Moradabad - UPPCB",2025-05-19 10:00:00,28.840739,78.697531,37.0,63.0,20.0,11.0,7.0,52.0,162.40506329113924,Moderately Polluted
Moradabad,Uttar_Pradesh,"Employment Office, Moradabad - UPPCB",2025-05-19 10:00:00,28.88528,78.7388,43.0,68.0,16.0,32.0,32.0,18.0,388.28402366863907,Very Poor
Moradabad,Uttar_Pradesh,"Jigar Colony, Moradabad - UPPCB",2025-05-19 10:00:00,28.856664,78.772638,35.0,69.0,25.0,46.0,42.0,19.0,440.30150753768845,Severe
Moradabad,Uttar_Pradesh,"Transport Nagar, Moradabad - UPPCB",2025-05-19 10:00:00,28.802625,78.753728,42.0,61.0,27.0,38.0,76.0,60.0,500.0,Severe
Motihari,Bihar,"Gandak Colony, Motihari - BSPCB",2025-05-19 10:00:00,26.63086,84.90051,23.0,34.0,13.0,15.0,,11.0,38.333333333333336,Good
Mumbai,Maharashtra,"Bandra Kurla Complex, Mumbai - MPCB",2025-05-19 10:00:00,19.065931,72.862131,58.0,66.0,16.0,,30.0,13.0,376.56804733727813,Very Poor
Mumbai,Maharashtra,"Borivali East, Mumbai - IITM",2025-05-19 10:00:00,19.23241,72.86895,39.0,47.0,16.0,,2.0,7.0,100.0,Satisfactory
Mumbai,Maharashtra,"Borivali East, Mumbai - MPCB",2025-05-19 10:00:00,19.2243333,72.8658113,26.0,44.0,7.0,5.0,3.0,,112.27848101265823,Moderately Polluted
Mumbai,Maharashtra,"Byculla, Mumbai - BMC",2025-05-19 10:00:00,18.9767,72.838,17.0,28.0,14.0,1.0,4.0,18.0,124.81012658227849,Moderately Polluted
Mumbai,Maharashtra,"Chakala-Andheri East, Mumbai - IITM",2025-05-19 10:00:00,19.11074,72.86084,27.0,73.0,44.0,2.0,21.0,18.0,323.8461538461538,Very Poor
Mumbai,Maharashtra,"Chembur, Mumbai - MPCB",2025-05-19 10:00:00,19.0364585,72.8954371,13.0,52.0,29.0,2.0,43.0,17.0,445.27638190954775,Severe
Mumbai,Maharashtra,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",2025-05-19 10:00:00,19.10078,72.87462,40.0,71.0,18.0,20.0,15.0,7.0,271.30434782608694,Poor
Mumbai,Maharashtra,"Colaba, Mumbai - MPCB",2025-05-19 10:00:00,18.91,72.82,6.0,,26.0,,25.0,11.0,347.27810650887574,Very Poor
Mumbai,Maharashtra,"Deonar, Mumbai - IITM",2025-05-19 10:00:00,19.04946,72.923,34.0,105.0,16.0,8.0,28.0,7.0,364.85207100591714,Very Poor
Mumbai,Maharashtra,"Ghatkopar, Mumbai - BMC",2025-05-19 10:00:00,19.083694,72.920967,17.0,75.0,19.0,2.0,8.0,3.0,174.9367088607595,Moderately Polluted
Mumbai,Maharashtra,"Kandivali East, Mumbai - MPCB",2025-05-19 10:00:00,19.2058,72.8682,78.0,99.0,1.0,,38.0,,420.40201005025125,Severe
Mumbai,Maharashtra,"Kandivali West, Mumbai - BMC",2025-05-19 10:00:00,19.215859,72.831718,15.0,30.0,12.0,3.0,4.0,22.0,124.81012658227849,Moderately Polluted
Mumbai,Maharashtra,"Kherwadi_Bandra East, Mumbai - MPCB",2025-05-19 10:00:00,19.0632143,72.8456324,33.0,52.0,14.0,1.0,17.0,15.0,300.0,Poor
Mumbai,Maharashtra,"Khindipada-Bhandup West, Mumbai - IITM",2025-05-19 10:00:00,19.1653323,72.922099,29.0,46.0,17.0,9.0,86.0,11.0,500.0,Severe
Mumbai,Maharashtra,"Malad West, Mumbai - IITM",2025-05-19 10:00:00,19.19709,72.82204,29.0,65.0,26.0,5.0,35.0,16.0,405.47738693467335,Severe
Mumbai,Maharashtra,"Mazgaon, Mumbai - IITM",2025-05-19 10:00:00,18.96702,72.84214,29.0,46.0,17.0,,15.0,25.0,271.30434782608694,Poor
Mumbai,Maharashtra,"Mindspace-Malad West, Mumbai - MPCB",2025-05-19 10:00:00,19.1878657,72.8304069,15.0,50.0,11.0,7.0,11.0,11.0,213.91304347826087,Poor
Mumbai,Maharashtra,"Navy Nagar-Colaba, Mumbai - IITM",2025-05-19 10:00:00,18.897756,72.81332,30.0,56.0,17.0,15.0,,20.0,56.793587174348694,Satisfactory
Mumbai,Maharashtra,"Powai, Mumbai - MPCB",2025-05-19 10:00:00,19.1375,72.915056,19.0,60.0,7.0,,18.0,9.0,306.2721893491124,Very Poor
Mumbai,Maharashtra,"Sewri, Mumbai - BMC",2025-05-19 10:00:00,19.000084,72.85673,34.0,47.0,,,9.0,7.0,187.46835443037975,Moderately Polluted
Mumbai,Maharashtra,"Shivaji Nagar, Mumbai - BMC",2025-05-19 10:00:00,19.060498,72.923356,39.0,104.0,12.0,9.0,6.0,7.0,149.873417721519,Moderately Polluted
Mumbai,Maharashtra,"Siddharth Nagar-Worli, Mumbai - IITM",2025-05-19 10:00:00,19.000083,72.813993,23.0,83.0,16.0,,34.0,29.0,400.0,Very Poor
Mumbai,Maharashtra,"Sion, Mumbai - MPCB",2025-05-19 10:00:00,19.047,72.8746,66.0,82.0,192.0,8.0,2.0,1.0,212.7927927927928,Poor
Mumbai,Maharashtra,"Vile Parle West, Mumbai - MPCB",2025-05-19 10:00:00,19.10861,72.83622,19.0,215.0,61.0,37.0,4.0,5.0,176.8845897264843,Moderately Polluted
Mumbai,Maharashtra,"Worli, Mumbai - MPCB",2025-05-19 10:00:00,18.9936162,72.8128113,68.0,74.0,9.0,6.0,6.0,24.0,149.873417721519,Moderately Polluted
Munger,Bihar,"Town Hall, Munger - BSPCB",2025-05-19 10:00:00,25.376776,86.471523,28.0,39.0,5.0,,30.0,5.0,376.56804733727813,Very Poor
Muzaffarnagar,Uttar_Pradesh,"New Mandi, Muzaffarnagar - UPPCB",2025-05-19 10:00:00,29.4723508,77.7194031,141.0,127.0,27.0,20.0,26.0,35.0,353.1360946745562,Very Poor
Muzaffarpur,Bihar,"Buddha Colony, Muzaffarpur - BSPCB",2025-05-19 10:00:00,26.11442,85.39813,43.0,44.0,3.0,3.0,21.0,42.0,323.8461538461538,Very Poor
Muzaffarpur,Bihar,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",2025-05-19 10:00:00,26.1403345,85.3650192,26.0,44.0,13.0,8.0,49.0,23.0,475.1256281407035,Severe
Muzaffarpur,Bihar,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2025-05-19 10:00:00,26.1209,85.3647,37.0,,9.0,5.0,18.0,22.0,306.2721893491124,Very Poor
Mysuru,Karnataka,"Hebbal 1st Stage, Mysuru - KSPCB",2025-05-19 10:00:00,12.21041,76.37376,18.0,33.0,21.0,9.0,17.0,10.0,300.0,Poor
Nagaur,Rajasthan,"Karni Colony, Nagaur - RSPCB",2025-05-19 10:00:00,27.213494,73.734444,37.0,98.0,8.0,5.0,17.0,30.0,300.0,Poor
Nagpur,Maharashtra,"Ambazari, Nagpur - MPCB",2025-05-19 10:00:00,21.121801,79.04952,133.0,112.0,15.0,17.0,46.0,20.0,460.2010050251256,Severe
Nagpur,Maharashtra,"Mahal, Nagpur - MPCB",2025-05-19 10:00:00,21.14472,79.107595,71.0,115.0,25.0,32.0,48.0,12.0,470.1507537688442,Severe
Nagpur,Maharashtra,"Opp GPO Civil Lines, Nagpur - MPCB",2025-05-19 10:00:00,21.152875,79.0517531,137.0,98.0,41.0,38.0,59.0,13.0,500.0,Severe
Nagpur,Maharashtra,"Ram Nagar, Nagpur - MPCB",2025-05-19 10:00:00,21.143383,79.048912,136.0,124.0,16.0,10.0,44.0,16.0,450.25125628140705,Severe
Naharlagun,Arunachal_Pradesh,"Naharlagun, Naharlagun - APSPCB",2025-05-19 10:00:00,27.103358,93.679645,36.0,40.0,5.0,6.0,12.0,4.0,228.2608695652174,Poor
Nalbari,Assam,"Bata Chowk, Nalbari - PCBA",2025-05-19 10:00:00,26.446912,91.439057,25.0,24.0,3.0,2.0,25.0,33.0,347.27810650887574,Very Poor
Namakkal,TamilNadu,"Ponnusamy Nagar, Namakkal - TNPCB",2025-05-19 10:00:00,11.273992,78.163545,15.0,18.0,10.0,9.0,,,25.0,Good
Nanded,Maharashtra,"Sneh Nagar, Nanded - MPCB",2025-05-19 10:00:00,19.173852,77.296291,,32.0,19.0,,38.0,38.0,420.40201005025125,Severe
Nashik,Maharashtra,"Gangapur Road, Nashik - MPCB",2025-05-19 10:00:00,20.0073285,73.7762427,41.0,39.0,18.0,5.0,14.0,30.0,256.95652173913044,Poor
Nashik,Maharashtra,"Hirawadi, Nashik - MPCB",2025-05-19 10:00:00,20.021503,73.813844,38.0,72.0,5.0,2.0,18.0,20.0,306.2721893491124,Very Poor
Nashik,Maharashtra,"MIDC Ambad, Nashik - MPCB",2025-05-19 10:00:00,19.95022,73.73148,54.0,74.0,8.0,2.0,17.0,11.0,300.0,Poor
Nashik,Maharashtra,"Pandav Nagari, Nashik - MPCB",2025-05-19 10:00:00,19.9591346,73.7788008,29.0,46.0,4.0,1.0,15.0,11.0,271.30434782608694,Poor
Navi Mumbai,Maharashtra,"Kopripada-Vashi, Navi Mumbai - MPCB",2025-05-19 10:00:00,19.090337,73.014232,55.0,54.0,18.0,6.0,33.0,38.0,394.14201183431953,Very Poor
Navi Mumbai,Maharashtra,"Mahape, Navi Mumbai - MPCB",2025-05-19 10:00:00,19.1135051,73.008978,32.0,61.0,48.0,24.0,45.0,,455.22613065326635,Severe
Navi Mumbai,Maharashtra,"Sanpada, Navi Mumbai - MPCB",2025-05-19 10:00:00,19.0575752,73.0151367,49.0,72.0,18.0,16.0,24.0,8.0,341.42011834319527,Very Poor
Navi Mumbai,Maharashtra,"Sector-2E Kalamboli, Navi Mumbai - MPCB",2025-05-19 10:00:00,19.02579,73.10297,49.0,76.0,30.0,4.0,20.0,7.0,317.98816568047334,Very Poor
Navi Mumbai,Maharashtra,"Tondare-Taloja, Navi Mumbai - MPCB",2025-05-19 10:00:00,19.063,73.1209,39.0,68.0,16.0,,37.0,1.0,415.42713567839195,Severe
Nayagarh,Odisha,"Dabuna, Nayagarh - OSPCB",2025-05-19 10:00:00,21.847279,85.416905,29.0,60.0,5.0,5.0,21.0,7.0,323.8461538461538,Very Poor
Noida,Uttar_Pradesh,"Sector - 125, Noida - UPPCB",2025-05-19 10:00:00,28.5447608,77.3231257,65.0,122.0,19.0,15.0,62.0,17.0,500.0,Severe
Noida,Uttar_Pradesh,"Sector - 62, Noida - IMD",2025-05-19 10:00:00,28.6245479,77.3577104,136.0,151.0,30.0,,42.0,77.0,440.30150753768845,Severe
Noida,Uttar_Pradesh,"Sector-1, Noida - UPPCB",2025-05-19 10:00:00,28.5898,77.3101,88.0,137.0,71.0,23.0,25.0,9.0,347.27810650887574,Very Poor
Ooty,TamilNadu,"Bombay Castel, Ooty - TNPCB",2025-05-19 10:00:00,11.4068288,76.7138973,33.0,29.0,,26.0,,5.0,55.75250836120401,Satisfactory
Pali,Rajasthan,"Indira Colony Vistar, Pali - RSPCB",2025-05-19 10:00:00,25.771061,73.340227,57.0,116.0,32.0,11.0,36.0,32.0,410.45226130653265,Severe
Panchgaon,Haryana,"Amity University, Panchgaon - IITM",2025-05-19 10:00:00,28.3153,76.9143,76.0,71.0,80.0,19.0,65.0,28.0,500.0,Severe
Patiala,Punjab,"Model Town, Patiala - PPCB",2025-05-19 10:00:00,30.349388,76.366642,133.0,129.0,18.0,3.0,48.0,48.0,470.1507537688442,Severe
Patna,Bihar,"DRM Office Danapur, Patna - BSPCB",2025-05-19 10:00:00,25.586562,85.043586,52.0,69.0,32.0,6.0,34.0,12.0,400.0,Very Poor
Patna,Bihar,"Govt. High School Shikarpur, Patna - BSPCB",2025-05-19 10:00:00,25.592539,85.227158,56.0,115.0,6.0,7.0,39.0,85.0,425.37688442211055,Severe
Patna,Bihar,"IGSC Planetarium Complex, Patna - BSPCB",2025-05-19 10:00:00,25.610369,85.132568,77.0,,,24.0,88.0,60.0,500.0,Severe
Patna,Bihar,"Muradpur, Patna - BSPCB",2025-05-19 10:00:00,25.619651,85.147382,92.0,96.0,53.0,8.0,50.0,16.0,480.1005025125628,Severe
Patna,Bihar,"Rajbansi Nagar, Patna - BSPCB",2025-05-19 10:00:00,25.599486,85.113666,30.0,51.0,14.0,8.0,17.0,56.0,300.0,Poor
Patna,Bihar,"Samanpura, Patna - BSPCB",2025-05-19 10:00:00,25.596727,85.085624,59.0,99.0,44.0,2.0,33.0,55.0,394.14201183431953,Very Poor
Perundurai,TamilNadu,"SIPCOT Industrial Park, Perundurai - TNPCB",2025-05-19 10:00:00,11.258242,77.552761,19.0,,7.0,14.0,32.0,46.0,388.28402366863907,Very Poor
Pimpri-Chinchwad,Maharashtra,"Gavalinagar, Pimpri Chinchwad - MPCB",2025-05-19 10:00:00,18.63673,73.82487,40.0,55.0,26.0,2.0,21.0,6.0,323.8461538461538,Very Poor
Pimpri-Chinchwad,Maharashtra,"Park Street Wakad, Pimpri Chinchwad - MPCB",2025-05-19 10:00:00,18.59051,73.77946,34.0,59.0,23.0,2.0,21.0,2.0,323.8461538461538,Very Poor
Pimpri-Chinchwad,Maharashtra,"Thergaon, Pimpri Chinchwad - MPCB",2025-05-19 10:00:00,18.616318,73.765797,34.0,57.0,32.0,3.0,41.0,4.0,435.32663316582915,Severe
Pithampur,Madhya Pradesh,"Sector-2 Industrial Area, Pithampur - MPPCB",2025-05-19 10:00:00,22.624758,75.675238,69.0,91.0,19.0,14.0,16.0,44.0,285.6521739130435,Poor
Pratapgarh,Rajasthan,"Pragati Nagar, Pratapgarh - RSPCB",2025-05-19 10:00:00,24.041198,74.780702,31.0,59.0,22.0,5.0,25.0,23.0,347.27810650887574,Very Poor
Prayagraj,Uttar_Pradesh,"Jhunsi, Prayagraj - UPPCB",2025-05-19 10:00:00,25.425602,81.917152,42.0,96.0,6.0,28.0,9.0,55.0,187.46835443037975,Moderately Polluted
Prayagraj,Uttar_Pradesh,"Motilal Nehru NIT, Prayagraj - UPPCB",2025-05-19 10:00:00,25.494,81.863,57.0,87.0,12.0,33.0,14.0,21.0,256.95652173913044,Poor
Prayagraj,Uttar_Pradesh,"Nagar Nigam, Prayagraj - UPPCB",2025-05-19 10:00:00,25.44919916,81.82735986,65.0,96.0,5.0,47.0,4.0,12.0,124.81012658227849,Moderately Polluted
Pune,Maharashtra,"Bhosari, Pune - IITM",2025-05-19 10:00:00,18.640051,73.848956,26.0,46.0,25.0,,75.0,,500.0,Severe
Pune,Maharashtra,"Bhumkar Nagar, Pune - IITM",2025-05-19 10:00:00,18.60577,73.749976,35.0,59.0,21.0,,69.0,10.0,500.0,Severe
Pune,Maharashtra,"Dhankawadi, Pune - IITM",2025-05-19 10:00:00,18.459883,73.852193,27.0,41.0,,,,19.0,45.0,Good
Pune,Maharashtra,"Katraj Dairy, Pune - MPCB",2025-05-19 10:00:00,18.45445,73.854155,23.0,34.0,7.0,2.0,16.0,30.0,285.6521739130435,Poor
Pune,Maharashtra,"Panchawati_Pashan, Pune - IITM",2025-05-19 10:00:00,18.536457,73.805454,22.0,45.0,39.0,,18.0,9.0,306.2721893491124,Very Poor
Pune,Maharashtra,"Revenue Colony-Shivajinagar, Pune - IITM",2025-05-19 10:00:00,18.530085,73.849598,70.0,74.0,42.0,9.0,18.0,8.0,306.2721893491124,Very Poor
Raipur,Chhattisgarh,"AIIMS, Raipur - CECB",2025-05-19 10:00:00,21.258815,81.578979,43.0,62.0,20.0,8.0,32.0,7.0,388.28402366863907,Very Poor
Raipur,Chhattisgarh,"Bhatagaon New ISBT, Raipur - CECB",2025-05-19 10:00:00,21.219665,81.630094,30.0,48.0,36.0,8.0,26.0,10.0,353.1360946745562,Very Poor
Raipur,Chhattisgarh,"Krishak Nagar, Raipur - CECB",2025-05-19 10:00:00,21.237755,81.705301,58.0,59.0,13.0,8.0,33.0,4.0,394.14201183431953,Very Poor
Raipur,Chhattisgarh,"Siltara Phase-II, Raipur - CECB",2025-05-19 10:00:00,21.371751,81.664929,67.0,99.0,23.0,14.0,29.0,6.0,370.7100591715976,Very Poor
Rairangpur,Odisha,"Divisional Forest Office, Rairangpur - OSPCB",2025-05-19 10:00:00,22.265816,86.174829,44.0,50.0,,,20.0,10.0,317.98816568047334,Very Poor
Rajamahendravaram,Andhra_Pradesh,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2025-05-19 10:00:00,16.9872867,81.7363176,23.0,36.0,21.0,3.0,24.0,11.0,341.42011834319527,Very Poor
Rajgir,Bihar,"Dangi Tola, Rajgir - BSPCB",2025-05-19 10:00:00,25.0328,85.41948,66.0,58.0,9.0,,,34.0,120.53511705685618,Moderately Polluted
Rajsamand,Rajasthan,"Dhoinda, Rajsamand - RSPCB",2025-05-19 10:00:00,25.03636,73.883502,43.0,59.0,34.0,10.0,37.0,74.0,415.42713567839195,Severe
Ramanathapuram,TamilNadu,"Chalai Bazaar, Ramanathapuram - TNPCB",2025-05-19 10:00:00,9.36399,78.831977,25.0,22.0,12.0,14.0,29.0,6.0,370.7100591715976,Very Poor
Ratlam,Madhya Pradesh,"Shasthri Nagar, Ratlam - IPCA Lab",2025-05-19 10:00:00,23.331731,75.045981,45.0,67.0,,43.0,,,75.41806020066889,Satisfactory
Rishikesh,Uttarakhand,"Shivaji Nagar, Rishikesh - UKPCB",2025-05-19 10:00:00,30.075911,78.2859547,65.0,70.0,10.0,4.0,33.0,24.0,394.14201183431953,Very Poor
Rourkela,Odisha,"Fertilizer Township, Rourkela - OSPCB",2025-05-19 10:00:00,22.18972222,84.86277778,100.0,100.0,15.0,9.0,23.0,,335.5621301775148,Very Poor
Rourkela,Odisha,"Raghunathpali, Rourkela - OSPCB",2025-05-19 10:00:00,22.220833,84.809444,61.0,75.0,30.0,,74.0,,500.0,Severe
Rourkela,Odisha,"Sector-2, Rourkela - OSPCB",2025-05-19 10:00:00,22.245,84.88111111,56.0,74.0,,,38.0,,420.40201005025125,Severe
Sagar,Madhya Pradesh,"Civil Lines, Sagar - MPPCB",2025-05-19 10:00:00,23.838586,78.759431,46.0,49.0,3.0,8.0,28.0,40.0,364.85207100591714,Very Poor
Sagar,Madhya Pradesh,"Deen Dayal Nagar, Sagar - MPPCB",2025-05-19 10:00:00,23.8640158,78.80289321,38.0,56.0,22.0,6.0,70.0,,500.0,Severe
Salem,TamilNadu,"Sona College of Technology, Salem - TNPCB",2025-05-19 10:00:00,11.679111,78.125052,17.0,25.0,12.0,82.0,43.0,16.0,445.27638190954775,Severe
Sangli,Maharashtra,"Vijay Nagar, Sangli - MPCB",2025-05-19 10:00:00,16.5038,74.3623,40.0,54.0,13.0,16.0,14.0,9.0,256.95652173913044,Poor
Sawai Madhopur,Rajasthan,"Sahu Nagar, Sawai Madhopur - RSPCB",2025-05-19 10:00:00,26.031443,76.359327,66.0,124.0,19.0,8.0,54.0,56.0,500.0,Severe
Shillong,Meghalaya,"Lumpyngngad, Shillong - Meghalaya PCB",2025-05-19 10:00:00,25.5586,91.8985,9.0,,,5.0,8.0,55.0,174.9367088607595,Moderately Polluted
Shivamogga,Karnataka,"Vinoba Nagara, Shivamogga - KSPCB",2025-05-19 10:00:00,13.94,75.555917,33.0,46.0,37.0,4.0,26.0,1.0,353.1360946745562,Very Poor
Sikar,Rajasthan,"Radhakishan Pura, Sikar - RSPCB",2025-05-19 10:00:00,27.608912,75.153302,38.0,95.0,16.0,5.0,13.0,33.0,242.6086956521739,Poor
Silchar,Assam,"Tarapur, Silchar - PCBA",2025-05-19 10:00:00,24.82827,92.79525,37.0,60.0,12.0,5.0,25.0,1.0,347.27810650887574,Very Poor
Siliguri,West_Bengal,"Ward-32 Bapupara, Siliguri - WBPCB",2025-05-19 10:00:00,26.6879226,88.4152495,36.0,35.0,16.0,11.0,30.0,24.0,376.56804733727813,Very Poor
Singrauli,Madhya Pradesh,"Suryakiran Bhawan NCL, Singrauli - MPPCB",2025-05-19 10:00:00,24.10897,82.64558,38.0,71.0,3.0,23.0,14.0,52.0,256.95652173913044,Poor
Sirohi,Rajasthan,"Vedhaynath Colony, Sirohi - RSPCB",2025-05-19 10:00:00,24.885261,72.857549,32.0,62.0,9.0,2.0,20.0,16.0,317.98816568047334,Very Poor
Sivasagar,Assam,"Girls College, Sivasagar - PCBA",2025-05-19 10:00:00,26.987634,94.636574,23.0,25.0,22.0,9.0,19.0,3.0,312.1301775147929,Very Poor
Solapur,Maharashtra,"Ratandeep Housing Society, Solapur - MPCB",2025-05-19 10:00:00,17.65439,75.90649,36.0,50.0,33.0,4.0,23.0,38.0,335.5621301775148,Very Poor
Solapur,Maharashtra,"Solapur, Solapur - MPCB",2025-05-19 10:00:00,17.6599188,75.9063906,33.0,72.0,55.0,29.0,,,72.50501002004007,Satisfactory
Sri Ganganagar,Rajasthan,"Old City, Sri Ganganagar - RSPCB",2025-05-19 10:00:00,29.931624,73.864511,55.0,152.0,34.0,11.0,23.0,29.0,335.5621301775148,Very Poor
Sri Vijaya Puram,Andaman and Nicobar,"Police Line, Sri Vijaya Puram - ANPCC",2025-05-19 10:00:00,11.654054,92.734055,5.0,17.0,43.0,21.0,20.0,7.0,317.98816568047334,Very Poor
Suakati,Odisha,"OMC Colony, Suakati - OSPCB",2025-05-19 10:00:00,21.606865,85.510538,39.0,46.0,12.0,3.0,15.0,81.0,271.30434782608694,Poor
Surat,Gujarat,"Science Center, Surat - SMC",2025-05-19 10:00:00,21.170046,72.795405,32.0,32.0,13.0,40.0,34.0,,400.0,Very Poor
Talcher,Odisha,"Talcher Coalfields,Talcher - OSPCB",2025-05-19 10:00:00,20.9360711,85.1707021,37.0,40.0,28.0,30.0,35.0,2.0,405.47738693467335,Severe
Tensa,Odisha,"Barsua Iron Ore Mines, Tensa - OSPCB",2025-05-19 10:00:00,21.869985,85.167016,,54.0,,16.0,17.0,,300.0,Poor
Thane,Maharashtra,"Kasarvadavali, Thane - MPCB",2025-05-19 10:00:00,19.26777,72.97182,47.0,74.0,15.0,3.0,23.0,5.0,335.5621301775148,Very Poor
Thane,Maharashtra,"Upvan Fort, Thane - MPCB",2025-05-19 10:00:00,19.222279,72.957979,26.0,40.0,7.0,1.0,18.0,2.0,306.2721893491124,Very Poor
Thanjavur,TamilNadu,"Parisutham Nagar, Thanjavur - TNPCB",2025-05-19 10:00:00,10.7654824,79.1389968,,23.0,41.0,16.0,7.0,8.0,162.40506329113924,Moderately Polluted
Thiruvananthapuram,Kerala,"Kariavattom, Thiruvananthapuram - Kerala PCB",2025-05-19 10:00:00,8.5637,76.8865,32.0,58.0,7.0,6.0,22.0,36.0,329.70414201183434,Very Poor
Thiruvananthapuram,Kerala,"Plammoodu, Thiruvananthapuram - Kerala PCB",2025-05-19 10:00:00,8.5149093,76.9435879,19.0,16.0,10.0,19.0,8.0,12.0,174.9367088607595,Moderately Polluted
Thoothukudi,TamilNadu,"Meelavittan, Thoothukudi - TNPCB",2025-05-19 10:00:00,8.816428,78.099039,,32.0,5.0,9.0,29.0,16.0,370.7100591715976,Very Poor
Thrissur,Kerala,"Corporation Ground, Thrissur - Kerala PCB",2025-05-19 10:00:00,10.5324,76.2159,50.0,62.0,10.0,1.0,17.0,29.0,300.0,Poor
Tiruchirappalli,TamilNadu,"St Joseph College, Tiruchirappalli - TNPCB",2025-05-19 10:00:00,10.830158,78.691849,44.0,42.0,4.0,16.0,5.0,13.0,137.34177215189874,Moderately Polluted
Tirumala,Andhra_Pradesh,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",2025-05-19 10:00:00,13.67,79.35,52.0,40.0,17.0,4.0,21.0,9.0,323.8461538461538,Very Poor
Tirunelveli,TamilNadu,"Municipal Corporation Office, Tirunelveli - TNPCB",2025-05-19 10:00:00,8.728442,77.6962,32.0,31.0,8.0,16.0,21.0,6.0,323.8461538461538,Very Poor
Tirupati,Andhra_Pradesh,"Vaikuntapuram, Tirupati - APPCB",2025-05-19 10:00:00,13.615387,79.40923,94.0,67.0,8.0,13.0,18.0,27.0,306.2721893491124,Very Poor
Tonk,Rajasthan,"Shastri Nagar, Tonk - RSPCB",2025-05-19 10:00:00,26.159933,75.780517,74.0,94.0,21.0,3.0,32.0,27.0,388.28402366863907,Very Poor
Udaipur,Rajasthan,"Ashok Nagar, Udaipur - RSPCB",2025-05-19 10:00:00,24.5886166,73.6321397,57.0,81.0,35.0,3.0,29.0,17.0,370.7100591715976,Very Poor
Ulhasnagar,Maharashtra,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",2025-05-19 10:00:00,19.235581,73.159121,71.0,93.0,48.0,13.0,33.0,15.0,394.14201183431953,Very Poor
Vapi,Gujarat,"Phase-1 GIDC, Vapi - GPCB",2025-05-19 10:00:00,20.362421,72.918013,26.0,57.0,14.0,36.0,,2.0,57.77555110220441,Satisfactory
Varanasi,Uttar_Pradesh,"Ardhali Bazar, Varanasi - UPPCB",2025-05-19 10:00:00,25.3505986,82.9083074,38.0,55.0,41.0,16.0,6.0,35.0,149.873417721519,Moderately Polluted
Varanasi,Uttar_Pradesh,"Bhelupur, Varanasi - UPPCB",2025-05-19 10:00:00,25.301778,82.996789,18.0,61.0,8.0,40.0,8.0,3.0,174.9367088607595,Moderately Polluted
Varanasi,Uttar_Pradesh,"IESD Banaras Hindu University, Varanasi - UPPCB",2025-05-19 10:00:00,25.262326,82.995408,35.0,51.0,2.0,30.0,8.0,3.0,174.9367088607595,Moderately Polluted
Varanasi,Uttar_Pradesh,"Maldahiya, Varanasi - UPPCB",2025-05-19 10:00:00,25.32393,82.99687,27.0,62.0,2.0,29.0,18.0,2.0,306.2721893491124,Very Poor
Vijayapura,Karnataka,"Ibrahimpur, Vijayapura - KSPCB",2025-05-19 10:00:00,16.802639,75.722694,37.0,47.0,9.0,,24.0,16.0,341.42011834319527,Very Poor
Vijayawada,Andhra_Pradesh,"HB Colony, Vijayawada - APPCB",2025-05-19 10:00:00,16.536107,80.594233,46.0,51.0,18.0,20.0,41.0,8.0,435.32663316582915,Severe
Vijayawada,Andhra_Pradesh,"Rajiv Gandhi Park, Vijayawada - APPCB",2025-05-19 10:00:00,16.509717,80.612222,50.0,48.0,43.0,19.0,41.0,15.0,435.32663316582915,Severe
Vijayawada,Andhra_Pradesh,"Rajiv Nagar, Vijayawada - APPCB",2025-05-19 10:00:00,16.554731,80.64911,45.0,48.0,21.0,21.0,26.0,22.0,353.1360946745562,Very Poor
Virar,Maharashtra,"Bolinj, Virar - MPCB",2025-05-19 10:00:00,19.445821,72.7988231,33.0,59.0,17.0,4.0,33.0,10.0,394.14201183431953,Very Poor
Visakhapatnam,Andhra_Pradesh,"GVM Corporation, Visakhapatnam - APPCB",2025-05-19 10:00:00,17.72,83.3,23.0,36.0,15.0,9.0,13.0,18.0,242.6086956521739,Poor
