city,state,station,last_update,latitude,longitude,pm25,pm10,no2,so2,co,o3,aqi,aqi_category
Agra,Uttar_Pradesh,"Manoharpur, Agra - UPPCB",2025-05-19 10:00:00,27.23711,78.01936,58.0,98.0,32.0,44.0,16.0,2.0,285.6521739130435,Poor
Agra,Uttar_Pradesh,"Rohta, Agra - UPPCB",2025-05-19 10:00:00,27.106972,78.000111,65.0,61.0,6.0,16.0,30.0,12.0,376.56804733727813,Very Poor
Agra,Uttar_Pradesh,"Sanjay Palace, Agra - UPPCB",2025-05-19 10:00:00,27.19865833,78.00598056,100.0,105.0,24.0,7.0,29.0,36.0,370.7100591715976,Very Poor
Agra,Uttar_Pradesh,"Sector-3B Avas Vikas Colony, Agra - UPPCB",2025-05-19 10:00:00,27.19412,77.96237,,128.0,28.0,23.0,34.0,12.0,400.0,Very Poor
Agra,Uttar_Pradesh,"Shahjahan Garden, Agra - UPPCB",2025-05-19 10:00:00,27.169338,78.03582,57.0,75.0,32.0,21.0,19.0,22.0,312.1301775147929,Very Poor
Agra,Uttar_Pradesh,"Shastripuram, Agra - UPPCB",2025-05-19 10:00:00,27.19862,77.92066,54.0,120.0,36.0,10.0,15.0,69.0,271.30434782608694,Poor
Ahmedabad,Gujarat,"Chandkheda, Ahmedabad - IITM",2025-05-19 10:00:00,23.107969,72.574648,110.0,119.0,107.0,9.0,22.0,16.0,329.70414201183434,Very Poor
Ahmedabad,Gujarat,"Gyaspur, Ahmedabad - IITM",2025-05-19 10:00:00,22.977134,72.553024,112.0,99.0,36.0,18.0,11.0,11.0,273.5117056856187,Poor
Ahmedabad,Gujarat,"Maninagar, Ahmedabad - GPCB",2025-05-19 10:00:00,23.002657,72.591912,45.0,74.0,23.0,30.0,31.0,16.0,382.4260355029586,Very Poor
Ahmedabad,Gujarat,"Rakhial, Ahmedabad - IITM",2025-05-19 10:00:00,23.016834,72.625775,33.0,47.0,14.0,25.0,51.0,18.0,485.0753768844221,Severe
Ahmedabad,Gujarat,"SAC ISRO Bopal, Ahmedabad - IITM",2025-05-19 10:00:00,23.041137,72.456691,59.0,68.0,10.0,2.0,22.0,4.0,329.70414201183434,Very Poor
Ahmedabad,Gujarat,"SAC ISRO Satellite, Ahmedabad - IITM",2025-05-19 10:00:00,23.023389,72.515201,63.0,68.0,8.0,7.0,7.0,15.0,162.40506329113924,Moderately Polluted
Ahmedabad,Gujarat,"SVPI Airport Hansol, Ahmedabad - IITM",2025-05-19 10:00:00,23.076793,72.627874,34.0,41.0,25.0,3.0,10.0,4.0,200.0,Moderately Polluted
Ahmedabad,Gujarat,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",2025-05-19 10:00:00,23.04307,72.562968,54.0,60.0,97.0,7.0,9.0,8.0,187.46835443037975,Moderately Polluted
Ahmednagar,Maharashtra,"Tarakpur, Ahmednagar - MPCB",2025-05-19 10:00:00,19.10122,74.73339,11.0,,28.0,10.0,31.0,6.0,382.4260355029586,Very Poor
Ajmer,Rajasthan,"Civil Lines,  Ajmer - RSPCB",2025-05-19 10:00:00,26.470859,74.646594,61.0,84.0,37.0,7.0,31.0,25.0,382.4260355029586,Very Poor
Akola,Maharashtra,"Ramdaspeth, Akola - MPCB",2025-05-19 10:00:00,20.719516,77.000253,46.0,52.0,16.0,6.0,35.0,17.0,405.47738693467335,Severe
Alwar,Rajasthan,"Moti Doongri, Alwar - RSPCB",2025-05-19 10:00:00,27.554793,76.611536,60.0,79.0,125.0,44.0,72.0,21.0,500.0,Severe
Amaravati,Andhra_Pradesh,"Secretariat, Amaravati - APPCB",2025-05-19 10:00:00,16.5150833,80.5181667,36.0,,35.0,15.0,44.0,10.0,450.25125628140705,Severe
Amravati,Maharashtra,"Shivneri Colony, Amravati - MPCB",2025-05-19 10:00:00,20.9402359,77.7895248,51.0,67.0,12.0,2.0,23.0,27.0,335.5621301775148,Very Poor
Amravati,Maharashtra,"Shri Shivaji Science College, Amaravati - MPCB",2025-05-19 10:00:00,20.939198,77.765701,34.0,47.0,10.0,2.0,19.0,35.0,312.1301775147929,Very Poor
Amritsar,Punjab,"Golden Temple, Amritsar - PPCB",2025-05-19 10:00:00,31.62,74.876512,97.0,154.0,,27.0,6.0,69.0,223.84615384615387,Poor
Anantapur,Andhra_Pradesh,"Gulzarpet, Anantapur - APPCB",2025-05-19 10:00:00,14.675886,77.593027,69.0,64.0,32.0,13.0,46.0,8.0,460.2010050251256,Severe
Angul,Odisha,"Hakimapada, Angul - OSPCB",2025-05-19 10:00:00,20.832874,85.104082,15.0,40.0,7.0,16.0,63.0,6.0,500.0,Severe
Ankleshwar,Gujarat,"GIDC, Ankleshwar - GPCB",2025-05-19 10:00:00,21.613267,73.010555,29.0,46.0,51.0,48.0,55.0,48.0,500.0,Severe
Arrah,Bihar,"New DM Office, Arrah - BSPCB",2025-05-19 10:00:00,25.5626095,84.663264,25.0,51.0,7.0,9.0,18.0,10.0,306.2721893491124,Very Poor
Asansol,West_Bengal,"Asansol Court Area, Asansol - WBPCB",2025-05-19 10:00:00,23.685297,86.945968,55.0,57.0,22.0,7.0,22.0,12.0,329.70414201183434,Very Poor
Asansol,West_Bengal,"Evelyn Lodge, Asansol - WBPCB",2025-05-19 10:00:00,23.697936,86.944395,30.0,41.0,10.0,3.0,2.0,13.0,100.0,Satisfactory
Asansol,West_Bengal,"Mahabir Colliery, Asansol - WBPCB",2025-05-19 10:00:00,23.618183,87.105718,32.0,37.0,14.0,4.0,9.0,7.0,187.46835443037975,Moderately Polluted
Asansol,West_Bengal,"Trivenidevi Bhalotia College, Asansol - WBPCB",2025-05-19 10:00:00,23.616515,87.119133,40.0,52.0,16.0,8.0,18.0,17.0,306.2721893491124,Very Poor
Aurangabad,Bihar,"Gurdeo Nagar, Aurangabad - BSPCB",2025-05-19 10:00:00,24.75746,84.366208,39.0,53.0,8.0,10.0,26.0,18.0,353.1360946745562,Very Poor
Aurangabad,Maharashtra,"MIDC Chilkalthana, Aurangabad - MPCB",2025-05-19 10:00:00,19.87562,75.38731,119.0,106.0,32.0,1.0,102.0,6.0,500.0,Severe
Aurangabad,Maharashtra,"More Chowk Waluj, Aurangabad - MPCB",2025-05-19 10:00:00,19.8389439,75.244448,,50.0,26.0,19.0,103.0,12.0,500.0,Severe
Aurangabad,Maharashtra,"Rachnakar Colony, Aurangabad - MPCB",2025-05-19 10:00:00,19.863756,75.321188,45.0,87.0,43.0,15.0,15.0,35.0,271.30434782608694,Poor
Baddi,Himachal Pradesh,"HIMUDA Complex Phase-1, Baddi - HPPCB",2025-05-19 10:00:00,30.943887,76.801991,153.0,174.0,20.0,62.0,55.0,95.0,500.0,Severe
Badlapur,Maharashtra,"Katrap, Badlapur - MPCB",2025-05-19 10:00:00,19.16485,73.23409,76.0,105.0,51.0,12.0,37.0,10.0,415.42713567839195,Severe
Baghpat,Uttar_Pradesh,"Sardar Patel Inter College, Baghpat - UPPCB",2025-05-19 10:00:00,28.964949,77.278761,45.0,142.0,25.0,37.0,38.0,17.0,420.40201005025125,Severe
Balasore,Odisha,"Kalidaspur, Balasore - OSPCB",2025-05-19 10:00:00,21.51161,86.89088,10.0,33.0,8.0,6.0,24.0,19.0,341.42011834319527,Very Poor
Banswara,Rajasthan,"Rati Talai, Banswara - RSPCB",2025-05-19 10:00:00,23.55519,74.44001,47.0,61.0,16.0,11.0,108.0,29.0,500.0,Severe
Baran,Rajasthan,"Bamboliya, Baran - RSPCB",2025-05-19 10:00:00,25.106006,76.469948,29.0,81.0,19.0,5.0,19.0,52.0,312.1301775147929,Very Poor
Barbil,Odisha,"Forest Office, Barbil - OSPCB",2025-05-19 10:00:00,22.1166054,85.3945546,40.0,60.0,24.0,13.0,25.0,14.0,347.27810650887574,Very Poor
Bareilly,Uttar_Pradesh,"Civil Lines, Bareilly - UPPCB",2025-05-19 10:00:00,28.359581,79.414455,5.0,12.0,2.0,73.0,7.0,22.0,162.40506329113924,Moderately Polluted
Bareilly,Uttar_Pradesh,"Rajendra Nagar, Bareilly - UPPCB",2025-05-19 10:00:00,28.38910936,79.42963708,49.0,66.0,2.0,26.0,11.0,,213.91304347826087,Poor
Baripada,Odisha,"Meher Colony, Baripada - OSPCB",2025-05-19 10:00:00,21.941841,86.728318,18.0,31.0,6.0,14.0,,10.0,31.0,Good
Barmer,Rajasthan,"Railway Colony, Barmer - RSPCB",2025-05-19 10:00:00,25.747299,71.393989,23.0,81.0,7.0,5.0,8.0,47.0,174.9367088607595,Moderately Polluted
Barrackpore,West_Bengal,"SVSPA Campus, Barrackpore - WBPCB",2025-05-19 10:00:00,22.7605581,88.3617589,17.0,33.0,14.0,7.0,27.0,7.0,358.9940828402367,Very Poor
Begusarai,Bihar,"Lohiyanagar, Begusarai - BSPCB",2025-05-19 10:00:00,25.42742023,86.13886079,40.0,56.0,73.0,37.0,49.0,9.0,475.1256281407035,Severe
Belapur,Maharashtra,"CBD Belapur, Belapur - MPCB",2025-05-19 10:00:00,19.0243902,73.0406721,35.0,50.0,8.0,3.0,24.0,27.0,341.42011834319527,Very Poor
Bengaluru,Karnataka,"Bapuji Nagar, Bengaluru - KSPCB",2025-05-19 10:00:00,12.951913,77.539784,26.0,39.0,6.0,36.0,39.0,23.0,425.37688442211055,Severe
Bengaluru,Karnataka,"City Railway Station, Bengaluru - KSPCB",2025-05-19 10:00:00,12.9756843,77.5660749,,85.0,41.0,10.0,48.0,,470.1507537688442,Severe
Bengaluru,Karnataka,"Hebbal, Bengaluru - KSPCB",2025-05-19 10:00:00,13.029152,77.585901,14.0,17.0,19.0,8.0,22.0,10.0,329.70414201183434,Very Poor
Bengaluru,Karnataka,"Hombegowda Nagar, Bengaluru - KSPCB",2025-05-19 10:00:00,12.938539,77.5901,8.0,20.0,16.0,9.0,17.0,18.0,300.0,Poor
Bengaluru,Karnataka,"Jayanagar 5th Block, Bengaluru - KSPCB",2025-05-19 10:00:00,12.920984,77.584908,53.0,26.0,14.0,12.0,7.0,21.0,162.40506329113924,Moderately Polluted
Bengaluru,Karnataka,"Jigani, Bengaluru - KSPCB",2025-05-19 10:00:00,12.7816279,77.6299145,42.0,73.0,39.0,29.0,32.0,24.0,388.28402366863907,Very Poor
Bengaluru,Karnataka,"Kasturi Nagar, Bengaluru - KSPCB",2025-05-19 10:00:00,13.003872,77.664217,,73.0,28.0,9.0,30.0,29.0,376.56804733727813,Very Poor
Bengaluru,Karnataka,"Sanegurava Halli, Bengaluru - KSPCB",2025-05-19 10:00:00,12.990328,77.5431385,,41.0,22.0,8.0,32.0,,388.28402366863907,Very Poor
Bengaluru,Karnataka,"Shivapura_Peenya, Bengaluru - KSPCB",2025-05-19 10:00:00,13.0246342,77.5080115,63.0,,8.0,6.0,42.0,19.0,440.30150753768845,Severe
Bengaluru,Karnataka,"Silk Board, Bengaluru - KSPCB",2025-05-19 10:00:00,12.917348,77.622813,20.0,85.0,4.0,8.0,76.0,18.0,500.0,Severe
Bharatpur,Rajasthan,"Krishna Nagar, Bharatpur - RSPCB",2025-05-19 10:00:00,27.215415,77.50873,59.0,102.0,41.0,6.0,37.0,20.0,415.42713567839195,Severe
Bhilai,Chhattisgarh,"32Bungalows, Bhilai - CECB",2025-05-19 10:00:00,21.194815,81.31477,44.0,43.0,11.0,8.0,29.0,18.0,370.7100591715976,Very Poor
Bhilai,Chhattisgarh,"Civic Center, Bhilai - Bhilai Steel Plant",2025-05-19 10:00:00,21.185571,81.343175,34.0,30.0,21.0,11.0,53.0,9.0,495.0251256281407,Severe
Bhiwadi,Rajasthan,"RIICO Ind. Area III, Bhiwadi - RSPCB",2025-05-19 10:00:00,28.194909,76.862296,73.0,97.0,45.0,10.0,63.0,26.0,500.0,Severe
Bhiwadi,Rajasthan,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB",2025-05-19 10:00:00,28.207266,76.829265,74.0,111.0,33.0,21.0,50.0,19.0,480.1005025125628,Severe
Bhiwandi,Maharashtra,"Gokul Nagar, Bhiwandi - MPCB",2025-05-19 10:00:00,19.309073,73.057223,68.0,89.0,46.0,14.0,32.0,12.0,388.28402366863907,Very Poor
Bhopal,Madhya Pradesh,"Idgah Hills, Bhopal - MPPCB",2025-05-19 10:00:00,23.264759,77.381568,55.0,89.0,29.0,24.0,10.0,43.0,200.0,Moderately Polluted
Bhopal,Madhya Pradesh,"Paryavaran Parisar, Bhopal - MPPCB",2025-05-19 10:00:00,23.210494,77.425409,47.0,57.0,18.0,9.0,9.0,41.0,187.46835443037975,Moderately Polluted
Bhopal,Madhya Pradesh,"T T Nagar, Bhopal - MPPCB",2025-05-19 10:00:00,23.233584,77.400574,38.0,,28.0,14.0,26.0,108.0,353.1360946745562,Very Poor
Bhubaneswar,Odisha,"Lingraj Mandir, Bhubaneswar - OSPCB",2025-05-19 10:00:00,20.24079,85.836784,9.0,19.0,6.0,4.0,52.0,13.0,490.0502512562814,Severe
Bhubaneswar,Odisha,"Patia, Bhubaneswar - OSPCB",2025-05-19 10:00:00,20.34652,85.8163,,21.0,9.0,7.0,60.0,13.0,500.0,Severe
Bikaner,Rajasthan,"MM Ground, Bikaner - RSPCB",2025-05-19 10:00:00,28.018792,73.292658,28.0,125.0,9.0,4.0,10.0,45.0,200.0,Moderately Polluted
Bilaspur,Chhattisgarh,"Mangala, Bilaspur - NTPC",2025-05-19 10:00:00,22.08815,82.13737,48.0,47.0,31.0,23.0,49.0,,475.1256281407035,Severe
Bileipada,Odisha,"Tata Township, Bileipada - OSPCB",2025-05-19 10:00:00,22.06156703,85.47409613,47.0,87.0,8.0,4.0,20.0,10.0,317.98816568047334,Very Poor
Boisar,Maharashtra,"Khaira, Boisar - MPCB",2025-05-19 10:00:00,19.786089,72.757971,35.0,58.0,8.0,9.0,12.0,29.0,228.2608695652174,Poor
Brajrajnagar,Odisha,"GM Office, Brajrajnagar - OSPCB",2025-05-19 10:00:00,21.8004996,83.8396977,40.0,56.0,14.0,12.0,73.0,21.0,500.0,Severe
Bulandshahr,Uttar_Pradesh,"Yamunapuram, Bulandshahr - UPPCB",2025-05-19 10:00:00,28.406963,77.849831,74.0,118.0,15.0,23.0,6.0,19.0,149.873417721519,Moderately Polluted
Bundi,Rajasthan,"New Colony, Bundi - RSPCB",2025-05-19 10:00:00,25.435774,75.644272,36.0,88.0,15.0,8.0,17.0,41.0,300.0,Poor
Buxar,Bihar,"Charitra Van, Buxar - BSPCB",2025-05-19 10:00:00,25.56752,83.966379,40.0,58.0,5.0,7.0,27.0,5.0,358.9940828402367,Very Poor
Byrnihat,Assam,"Central Academy for SFS, Byrnihat - PCBA",2025-05-19 10:00:00,26.071318,91.87488,102.0,90.0,12.0,31.0,51.0,23.0,485.0753768844221,Severe
Chamarajanagar,Karnataka,"Urban, Chamarajanagar - KSPCB",2025-05-19 10:00:00,11.55358,76.55521,25.0,40.0,21.0,3.0,20.0,15.0,317.98816568047334,Very Poor
Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2025-05-19 10:00:00,30.719859,76.738637,72.0,105.0,27.0,17.0,59.0,58.0,500.0,Severe
Chandrapur,Maharashtra,"MIDC Khutala, Chandrapur - MPCB",2025-05-19 10:00:00,19.9775302,79.2337086,,102.0,,22.0,10.0,27.0,200.0,Moderately Polluted
Chennai,TamilNadu,"Alandur Bus Depot, Chennai - CPCB",2025-05-19 10:00:00,12.9099161,80.1076538,43.0,38.0,25.0,15.0,49.0,182.0,475.1256281407035,Severe
Chennai,TamilNadu,"Kodungaiyur, Chennai - TNPCB",2025-05-19 10:00:00,13.1278,80.2642,32.0,47.0,21.0,4.0,24.0,16.0,341.42011834319527,Very Poor
Chennai,TamilNadu,"Manali Village, Chennai - TNPCB",2025-05-19 10:00:00,13.1662,80.2584,42.0,38.0,4.0,7.0,29.0,39.0,370.7100591715976,Very Poor
Chennai,TamilNadu,"Manali, Chennai - CPCB",2025-05-19 10:00:00,13.164544,80.26285,90.0,,26.0,20.0,13.0,,242.6086956521739,Poor
Chennai,TamilNadu,"Perungudi, Chennai - TNPCB",2025-05-19 10:00:00,12.9533,80.2357,39.0,55.0,8.0,6.0,36.0,15.0,410.45226130653265,Severe
Chennai,TamilNadu,"Royapuram, Chennai - TNPCB",2025-05-19 10:00:00,13.1036,80.2909,37.0,33.0,20.0,8.0,31.0,9.0,382.4260355029586,Very Poor
Chennai,TamilNadu,"Velachery Res. Area, Chennai - CPCB",2025-05-19 10:00:00,13.0052189,80.2398125,37.0,52.0,14.0,9.0,47.0,43.0,465.1758793969849,Severe
Chikkaballapur,Karnataka,"Chikkaballapur Rural, Chikkaballapur - KSPCB",2025-05-19 10:00:00,13.428828,77.731418,21.0,31.0,25.0,11.0,6.0,29.0,149.873417721519,Moderately Polluted
Chikkamagaluru,Karnataka,"Kalyana Nagara, Chikkamagaluru - KSPCB",2025-05-19 10:00:00,13.328028,75.797056,20.0,32.0,26.0,2.0,11.0,10.0,213.91304347826087,Poor
Chittoor,Andhra_Pradesh,"Gangineni Cheruvu, Chittoor - APPCB",2025-05-19 10:00:00,13.20488,79.097889,72.0,65.0,21.0,10.0,49.0,28.0,475.1256281407035,Severe
Chittorgarh,Rajasthan,"Shastri Nagar, Chittorgarh - RSPCB",2025-05-19 10:00:00,24.892047,74.623527,48.0,74.0,19.0,9.0,22.0,30.0,329.70414201183434,Very Poor
Churu,Rajasthan,"Subash Chowk, Churu - RSPCB",2025-05-19 10:00:00,28.296139,74.961696,37.0,81.0,10.0,5.0,9.0,48.0,187.46835443037975,Moderately Polluted
Coimbatore,TamilNadu,"PSG College of Arts and Science, Coimbatore - TNPCB",2025-05-19 10:00:00,11.0328,77.0349,28.0,23.0,9.0,5.0,,,46.66666666666667,Good
Cuddalore,TamilNadu,"Kudikadu, Cuddalore - TNPCB",2025-05-19 10:00:00,11.6829898,79.7532099,13.0,16.0,19.0,12.0,,13.0,23.75,Good
Cuddalore,TamilNadu,"Semmandalam, Cuddalore - TNPCB",2025-05-19 10:00:00,11.7637683,79.7499835,19.0,14.0,8.0,,,1.0,31.666666666666668,Good
Cuttack,Odisha,"CDA Area, Cuttack - OSPCB",2025-05-19 10:00:00,20.48891,85.84768,,28.0,9.0,2.0,15.0,9.0,271.30434782608694,Poor
Damoh,Madhya Pradesh,"Shrivastav Colony, Damoh - MPPCB",2025-05-19 10:00:00,23.81748678,79.446246,44.0,81.0,,6.0,23.0,,335.5621301775148,Very Poor
Dausa,Rajasthan,"Khatikan Mohalla, Dausa - RSPCB",2025-05-19 10:00:00,26.895552,76.334753,48.0,135.0,38.0,8.0,16.0,59.0,285.6521739130435,Poor
Davanagere,Karnataka,"Devaraj Urs Badavane, Davanagere - KSPCB",2025-05-19 10:00:00,14.4758,75.9052,35.0,22.0,10.0,8.0,32.0,19.0,388.28402366863907,Very Poor
Dehradun,Uttarakhand,"Doon University, Dehradun - UKPCB",2025-05-19 10:00:00,30.269444,78.044167,68.0,94.0,2.0,1.0,9.0,38.0,187.46835443037975,Moderately Polluted
Delhi,Delhi,"Alipur, Delhi - DPCC",2025-05-19 10:00:00,28.815329,77.15301,146.0,177.0,26.0,23.0,38.0,26.0,420.40201005025125,Severe
Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2025-05-19 10:00:00,28.647622,77.315809,138.0,178.0,73.0,27.0,58.0,3.0,500.0,Severe
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2025-05-19 10:00:00,28.695381,77.181665,156.0,196.0,37.0,22.0,48.0,27.0,470.1507537688442,Severe
Delhi,Delhi,"Aya Nagar, Delhi - IMD",2025-05-19 10:00:00,28.4706914,77.1099364,180.0,193.0,41.0,,65.0,53.0,500.0,Severe
Delhi,Delhi,"Bawana, Delhi - DPCC",2025-05-19 10:00:00,28.7762,77.051074,163.0,189.0,21.0,15.0,44.0,14.0,450.25125628140705,Severe
Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",2025-05-19 10:00:00,28.5512005,77.2735737,131.0,179.0,7.0,,30.0,336.0,376.56804733727813,Very Poor
Delhi,Delhi,"Chandni Chowk, Delhi - IITM",2025-05-19 10:00:00,28.656756,77.227234,69.0,71.0,73.0,16.0,73.0,16.0,500.0,Severe
Delhi,Delhi,"DTU, Delhi - CPCB",2025-05-19 10:00:00,28.7500499,77.1112615,106.0,182.0,48.0,79.0,35.0,28.0,405.47738693467335,Severe
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2025-05-19 10:00:00,28.498571,77.26484,120.0,166.0,46.0,14.0,44.0,15.0,450.25125628140705,Severe
Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC",2025-05-19 10:00:00,28.5710274,77.0719006,146.0,178.0,51.0,24.0,54.0,35.0,500.0,Severe
Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2025-05-19 10:00:00,28.6811736,77.3025234,189.0,146.0,73.0,14.0,54.0,12.0,500.0,Severe
Delhi,Delhi,"ITO, Delhi - CPCB",2025-05-19 10:00:00,28.628624,77.24106,127.0,136.0,41.0,12.0,53.0,15.0,495.0251256281407,Severe
Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2025-05-19 10:00:00,28.73282,77.170633,217.0,216.0,30.0,15.0,34.0,9.0,400.0,Very Poor
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2025-05-19 10:00:00,28.58028,77.233829,87.0,166.0,58.0,14.0,45.0,36.0,455.22613065326635,Severe
Delhi,Delhi,"Lodhi Road, Delhi - IITM",2025-05-19 10:00:00,28.588333,77.221667,209.0,122.0,39.0,18.0,,,368.7528868360277,Very Poor
Delhi,Delhi,"Lodhi Road, Delhi - IMD",2025-05-19 10:00:00,28.5918245,77.2273074,108.0,171.0,25.0,,40.0,55.0,430.35175879396985,Severe
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2025-05-19 10:00:00,28.611281,77.237738,161.0,160.0,38.0,11.0,43.0,11.0,445.27638190954775,Severe
Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2025-05-19 10:00:00,28.636429,77.201067,105.0,141.0,29.0,12.0,33.0,47.0,394.14201183431953,Very Poor
Delhi,Delhi,"Mundka, Delhi - DPCC",2025-05-19 10:00:00,28.684678,77.076574,133.0,246.0,37.0,14.0,36.0,14.0,410.45226130653265,Severe
Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2025-05-19 10:00:00,28.60909,77.0325413,254.0,150.0,59.0,4.0,15.0,27.0,402.91291291291293,Severe
Delhi,Delhi,"Najafgarh, Delhi - DPCC",2025-05-19 10:00:00,28.570173,76.933762,119.0,151.0,30.0,9.0,50.0,33.0,480.1005025125628,Severe
Delhi,Delhi,"Narela, Delhi - DPCC",2025-05-19 10:00:00,28.822836,77.101981,165.0,190.0,27.0,11.0,47.0,23.0,465.1758793969849,Severe
